LINHA_EXCEL;CENTRO;SKU;DESCRIÇÃO;DEPÓSITO;QTD_REGISTRO;VALOR_REGISTRO
2;C903;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;LVUT;25,0;118,87
3;C908;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;EXEC;100,0;454,04
4;C911;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;LVUT;25,0;118,87
5;C912;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;LVUT;25,0;118,87
6;C110;0005-0031-4;FITA AUTO-FUSÃO;LVUT;267,0;2511,94
7;C440;0005-0031-4;FITA AUTO-FUSÃO;LVUT;10,0;91,78
8;C903;0005-0031-4;FITA AUTO-FUSÃO;LVUT;159,0;3200,65
9;C904;0005-0031-4;FITA AUTO-FUSÃO;EXEC;3,0;55,77
10;C904;0005-0031-4;FITA AUTO-FUSÃO;LVUT;141,0;2620,98
11;C905;0005-0031-4;FITA AUTO-FUSÃO;LVUT;43,0;881,33
12;C906;0005-0031-4;FITA AUTO-FUSÃO;LVUT;40,0;819,58
13;C907;0005-0031-4;FITA AUTO-FUSÃO;EXEC;1,0;14,51
14;C907;0005-0031-4;FITA AUTO-FUSÃO;LVUT;196,0;2843,87
15;C908;0005-0031-4;FITA AUTO-FUSÃO;EXEC;4,0;63,3
16;C908;0005-0031-4;FITA AUTO-FUSÃO;LVUT;6,0;94,95
17;C909;0005-0031-4;FITA AUTO-FUSÃO;LVUT;69,0;1297,05
18;C910;0005-0031-4;FITA AUTO-FUSÃO;LVUT;29,0;597,04
19;C912;0005-0031-4;FITA AUTO-FUSÃO;LVUT;2,0;41,18
20;C913;0005-0031-4;FITA AUTO-FUSÃO;LVUT;58,0;1122,9
21;C915;0005-0031-4;FITA AUTO-FUSÃO;LVUT;85,0;1738,31
22;C924;0005-0031-4;FITA AUTO-FUSÃO;LVUT;27,0;555,86
23;C925;0005-0031-4;FITA AUTO-FUSÃO;LVUT;18,0;306,44
24;F903;0005-0031-4;FITA AUTO-FUSÃO;LVUT;5,0;0,05
25;F904;0005-0031-4;FITA AUTO-FUSÃO;LVUT;98,0;0,98
26;F905;0005-0031-4;FITA AUTO-FUSÃO;LVUT;10,0;0,1
27;F906;0005-0031-4;FITA AUTO-FUSÃO;EXEC;16,0;0,16
28;F906;0005-0031-4;FITA AUTO-FUSÃO;LVUT;78,0;0,78
29;F913;0005-0031-4;FITA AUTO-FUSÃO;EXEC;6,0;0,06
30;F913;0005-0031-4;FITA AUTO-FUSÃO;LVUT;8,0;0,08
31;F915;0005-0031-4;FITA AUTO-FUSÃO;LVUT;4,0;0,04
32;C110;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;270,0;793,42
33;C115;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;13,0;40,3
34;C903;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;206,0;1116,17
35;C905;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;222,0;1202,19
36;C906;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;16,0;86,62
37;C906;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;57,0;308,58
38;C907;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;46,0;248,23
39;C907;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;878,0;4737,86
40;C908;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;5,0;27,1
41;C908;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;30,0;162,61
42;C909;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;90,0;487,92
43;C910;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;1,0;5,41
44;C910;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;122,0;659,92
45;C911;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;21,0;113,8
46;C912;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;17,0;91,82
47;C912;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;50,0;270,05
48;C913;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;136,0;736,36
49;C915;0005-0036-8;FITA ISOLANTE DE PVC;AMED;30,0;162,52
50;C915;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;24,0;130,01
51;C915;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;100,0;541,72
52;C924;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;104,0;563,41
53;C925;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;52,0;281,88
54;C072;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;50,0;18,51
55;C903;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;444,0;94,4
56;C904;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;380,0;210,84
57;C905;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;350,0;74,41
58;C906;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;150,0;31,89
59;C906;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;50,0;10,63
60;C907;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;AMED;6,0;1,27
61;C907;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;7,0;1,49
62;C907;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;284,0;60,35
63;C908;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;48,0;10,2
64;C908;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;50,0;10,62
65;C909;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;200,0;42,49
66;C911;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;96,0;30,48
67;C912;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;72,0;15,31
68;C912;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;128,0;27,21
69;C913;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;1,0;0,28
70;C913;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;2332,0;663,67
71;C915;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;AMED;999,0;530,58
72;C924;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;28,0;9,31
73;C925;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;176,0;37,39
74;C903;0005-0053-5;VASELINA 440 GR;LVUT;23,0;270,63
75;C904;0005-0053-5;VASELINA 440 GR;LVUT;19,0;213,88
76;C905;0005-0053-5;VASELINA 440 GR;LVUT;48,0;540,36
77;C906;0005-0053-5;VASELINA 440 GR;LVUT;24,0;270,17
78;C907;0005-0053-5;VASELINA 440 GR;LVUT;174,0;1943,58
79;C908;0005-0053-5;VASELINA 440 GR;EXEC;11,0;122,87
80;C908;0005-0053-5;VASELINA 440 GR;LVUT;25,0;279,25
81;C909;0005-0053-5;VASELINA 440 GR;LVUT;4,0;44,68
82;C910;0005-0053-5;VASELINA 440 GR;LVUT;27,0;303,94
83;C912;0005-0053-5;VASELINA 440 GR;LVUT;3,0;33,77
84;C914;0005-0053-5;VASELINA 440 GR;LVUT;2,0;22,36
85;C915;0005-0053-5;VASELINA 440 GR;LVUT;26,0;304,49
86;C924;0005-0053-5;VASELINA 440 GR;LVUT;32,0;365,28
87;C925;0005-0053-5;VASELINA 440 GR;LVUT;14,0;156,38
88;F912;0005-0053-5;VASELINA 440 GR;LVUT;2,0;0,02
89;C903;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;312,0;184,34
90;C904;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;AMED;2,0;1,26
91;C904;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;EXEC;426,0;268,34
92;C904;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;21,0;13,23
93;C905;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;300,0;182,46
94;C906;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;EXEC;200,0;126,93
95;C906;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;100,0;63,47
96;C907;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;900,0;582,75
97;C908;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;EXEC;100,0;66,6
98;C908;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;100,0;66,6
99;C909;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;200,0;133,2
100;C910;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;200,0;124,57
101;C911;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;100,0;65,83
102;C912;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;EXEC;34,0;19,92
103;C912;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;334,0;195,66
104;C913;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;100,0;62,28
105;C915;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;300,0;179,45
106;C924;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;200,0;124,57
107;C925;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;200,0;133,2
108;C072;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;65,0;136,09
109;C110;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;11,0;23,39
110;C112;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;50,0;106,3
111;C121;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;435,0;924,01
112;C121;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;289,0;613,88
113;C174;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;179,0;383,9
114;C175;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;AMED;8,0;17,0
115;C176;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;10,0;21,24
116;C176;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;20,0;42,48
117;C177;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;27,0;57,38
118;C177;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;6,0;12,75
119;C334;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;103,0;218,61
120;C339;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;42,0;89,19
121;C339;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;162,0;344,0
122;C340;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;1,0;2,21
123;C400;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;20,0;42,44
124;C528;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;AMED;26,0;55,18
125;C558;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;19,0;40,33
126;C559;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;6,0;12,73
127;C733;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;123,0;262,15
128;C903;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;59,0;128,82
129;C903;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;28,0;61,14
130;C906;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;28,0;61,76
131;C907;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;39,0;82,87
132;C908;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;40,0;88,23
133;C909;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;20,0;42,56
134;C910;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;19,0;41,91
135;C910;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;60,0;132,34
136;C912;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;8,0;17,65
137;C915;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;30,0;66,09
138;C925;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;57,0;125,73
139;C110;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;693,0;244,77
140;C176;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;432,0;151,88
141;C177;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;AMED;1026,0;360,84
142;C177;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;EXEC;1390,0;488,86
143;C177;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;6609,0;2324,37
144;C339;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;15000,0;5985,92
145;C340;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;EXEC;670,0;235,54
146;C340;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;2900,0;1019,52
147;C400;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;2978,0;1085,13
148;C401;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;46650,0;17228,34
149;C528;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;9410,0;3325,2
150;C532;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;4000,0;1417,43
151;C549;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;72800,0;25582,25
152;C904;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;282800,0;108031,49
153;C907;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;12385,0;4575,3
154;C924;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;37,0;9,75
155;C110;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;3573,0;3684,01
156;C401;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;10,0;10,31
157;C907;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;AMED;235,0;242,31
158;C907;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;204,0;210,35
159;C907;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;223,0;229,94
160;C910;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;102,0;105,17
161;C911;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;700,0;721,76
162;C911;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;245,0;252,61
163;C912;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;74,0;76,3
164;C912;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;216,0;222,71
165;C913;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;4,0;4,12
166;C915;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;2,0;2,06
167;C924;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;1158,0;1194,01
168;C925;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;26,0;26,8
169;F903;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;4164,0;41,64
170;F903;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;300,0;3,0
171;F904;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;2577,0;25,77
172;F905;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;2000,0;20,0
173;F905;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;3091,0;30,91
174;F906;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;1254,0;12,54
175;F906;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;1215,0;12,15
176;F907;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;2830,0;28,3
177;F908;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;372,0;3,72
178;F909;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;801,0;8,01
179;F910;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;688,0;6,88
180;F911;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;615,0;6,15
181;F912;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;75,0;0,75
182;F913;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;1096,0;10,96
183;F913;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;2385,0;23,85
184;F915;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;63,0;0,63
185;F915;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;1868,0;18,68
186;F924;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;7057,0;70,57
187;F925;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;1684,0;16,84
188;C176;0186-0041-7;CAIXA DIST. OPT EDIF. CONECT - 8 SPLITTE;LVUT;3,0;483,8
189;C334;0186-0041-7;CAIXA DIST. OPT EDIF. CONECT - 8 SPLITTE;LVUT;6,0;607,85
190;C340;0186-0041-7;CAIXA DIST. OPT EDIF. CONECT - 8 SPLITTE;LVUT;5,0;848,37
191;C401;0186-0041-7;CAIXA DIST. OPT EDIF. CONECT - 8 SPLITTE;EXEC;2,0;202,43
192;C439;0186-0041-7;CAIXA DIST. OPT EDIF. CONECT - 8 SPLITTE;LVUT;8,0;1332,29
193;C528;0186-0041-7;CAIXA DIST. OPT EDIF. CONECT - 8 SPLITTE;LVUT;2,0;202,42
194;C904;0186-0041-7;CAIXA DIST. OPT EDIF. CONECT - 8 SPLITTE;LVUT;4,0;642,21
195;C260;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;EXEC;4,0;158,25
196;C334;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;LVUT;7,0;362,09
197;C401;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;LVUT;2,0;97,77
198;C528;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;LVUT;2,0;103,11
199;C532;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;LVUT;2,0;109,16
200;C559;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;EXEC;8,0;424,47
201;C559;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;LVUT;7,0;371,42
202;C906;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;LVUT;3,0;155,19
203;C915;0186-0043-4;CAIXA DIST OPT DE EDIF FUSÃO - 24F;LVUT;6,0;293,25
204;C072;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;EXEC;2,0;9392,48
205;C074;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;1,0;4694,1
206;C121;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;AMED;2,0;9645,85
207;C121;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;2,0;9645,85
208;C260;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;AMED;3,0;14034,8
209;C334;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;5,0;24573,92
210;C558;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;AMED;1,0;4895,18
211;C733;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;EXEC;2,0;9596,35
212;C903;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;EXEC;3,0;14925,49
213;C903;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;1,0;4975,17
214;C905;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;1,0;5111,14
215;C906;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;2,0;10315,88
216;C908;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;1,0;4798,18
217;C915;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;3,0;15380,22
218;C925;0186-0085-5;CABO PRÉ-CON CFOA SM DDR LSZH SC-APC144F;LVUT;3,0;14087,55
219;C110;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;14,0;1568,4
220;C121;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;46,0;4530,94
221;C175;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;19,0;1621,95
222;C260;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;70,0;6943,37
223;C334;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;16,0;1639,4
224;C400;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;2,0;197,67
225;C401;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;2,0;206,91
226;C440;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;1,0;140,35
227;C450;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;7,0;597,55
228;C528;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;2,0;224,57
229;C532;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;2,0;203,71
230;C721;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;10,0;985,24
231;C732;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;3,0;306,18
232;C733;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;9,0;867,7
233;C903;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;1,0;102,06
234;C904;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;6,0;591,27
235;C904;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;58,0;5715,63
236;C905;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;27,0;2692,04
237;C906;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;24,0;2366,66
238;C907;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;97,0;9543,81
239;C907;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;1,0;98,39
240;C908;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;5,0;465,56
241;C908;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;3,0;279,33
242;C910;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;10,0;991,13
243;C910;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;34,0;3369,82
244;C912;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;1,0;102,06
245;C913;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;20,0;1938,42
246;C915;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;6,0;612,36
247;C924;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;10,0;941,92
248;C925;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;LVUT;3,0;239,72
249;F081;0186-0097-7;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;EXEC;4,0;0,04
250;C110;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;EXEC;35,0;2943,72
251;C112;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;LVUT;1,0;96,1
252;C121;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;AMED;1,0;73,02
253;C175;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;LVUT;8,0;650,14
254;C260;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;AMED;5,0;413,65
255;C260;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;EXEC;54,0;4467,45
256;C334;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;AMED;22,0;2048,79
257;C400;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;LVUT;2,0;191,22
258;C401;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;LVUT;2,0;130,69
259;C450;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;EXEC;10,0;812,67
260;C528;0186-0098-8;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;LVUT;2,0;188,94
