LINHA_EXCEL;CENTRO;SKU;DESCRIÇÃO;DEPÓSITO;QTD_REGISTRO;VALOR_REGISTRO
2;C907;0005-0001-1;ABRAÇADEIRA PLÁSTICA BRANCA 100 MM;EXEC;1400,0;84,0
3;C903;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;119,0;6,01
4;C904;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;EXEC;210,0;10,54
5;C904;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;190,0;9,54
6;C905;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;100,0;5,02
7;C906;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;AMED;100,0;5,02
8;C907;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;1500,0;75,3
9;C908;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;EXEC;20,0;1,01
10;C908;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;58,0;2,91
11;C909;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;100,0;5,02
12;C910;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;200,0;10,04
13;C913;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;EXEC;100,0;5,02
14;C913;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;70,0;3,51
15;C915;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;100,0;5,02
16;C924;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;100,0;5,02
17;C925;0005-0005-7;ABRACADEIRA PLASTICA PRETA C PROTECAO UV;LVUT;100,0;5,02
18;C903;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;LVUT;25,0;118,87
19;C908;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;EXEC;100,0;454,04
20;C911;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;LVUT;25,0;118,87
21;C912;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;LVUT;25,0;118,87
22;C915;0005-0018-0;CANALETA C/ DIVISÓRIA 20X10X2,10;LVUT;25,0;118,87
23;C912;0005-0021-3;CONECTOR RJ11;EXEC;20,0;16,15
24;C912;0005-0021-3;CONECTOR RJ11;LVUT;90,0;72,67
25;C904;0005-0029-2;FECHO PARA FITA DE ACO INOX 304 19.0 X 1;EXEC;100,0;52,97
26;C904;0005-0029-2;FECHO PARA FITA DE ACO INOX 304 19.0 X 1;LVUT;12248,0;6488,3
27;C915;0005-0029-2;FECHO PARA FITA DE ACO INOX 304 19.0 X 1;EXEC;50,0;26,5
28;C924;0005-0029-2;FECHO PARA FITA DE ACO INOX 304 19.0 X 1;LVUT;549,0;290,96
29;C110;0005-0031-4;FITA AUTO-FUSÃO;LVUT;267,0;2511,94
30;C440;0005-0031-4;FITA AUTO-FUSÃO;LVUT;10,0;91,78
31;C903;0005-0031-4;FITA AUTO-FUSÃO;LVUT;159,0;3200,65
32;C904;0005-0031-4;FITA AUTO-FUSÃO;AMED;99,0;1840,25
33;C904;0005-0031-4;FITA AUTO-FUSÃO;EXEC;3,0;55,77
34;C904;0005-0031-4;FITA AUTO-FUSÃO;LVUT;18,0;334,59
35;C905;0005-0031-4;FITA AUTO-FUSÃO;LVUT;36,0;737,86
36;C906;0005-0031-4;FITA AUTO-FUSÃO;LVUT;40,0;819,58
37;C907;0005-0031-4;FITA AUTO-FUSÃO;EXEC;1,0;14,51
38;C907;0005-0031-4;FITA AUTO-FUSÃO;LVUT;196,0;2843,87
39;C908;0005-0031-4;FITA AUTO-FUSÃO;EXEC;4,0;63,3
40;C908;0005-0031-4;FITA AUTO-FUSÃO;LVUT;6,0;94,95
41;C909;0005-0031-4;FITA AUTO-FUSÃO;LVUT;69,0;1297,05
42;C910;0005-0031-4;FITA AUTO-FUSÃO;LVUT;29,0;597,04
43;C912;0005-0031-4;FITA AUTO-FUSÃO;LVUT;2,0;41,18
44;C913;0005-0031-4;FITA AUTO-FUSÃO;LVUT;58,0;1122,9
45;C915;0005-0031-4;FITA AUTO-FUSÃO;LVUT;85,0;1738,31
46;C924;0005-0031-4;FITA AUTO-FUSÃO;LVUT;27,0;555,86
47;C925;0005-0031-4;FITA AUTO-FUSÃO;LVUT;18,0;306,44
48;F903;0005-0031-4;FITA AUTO-FUSÃO;LVUT;5,0;0,05
49;F904;0005-0031-4;FITA AUTO-FUSÃO;LVUT;98,0;0,98
50;F905;0005-0031-4;FITA AUTO-FUSÃO;LVUT;10,0;0,1
51;F906;0005-0031-4;FITA AUTO-FUSÃO;EXEC;16,0;0,16
52;F906;0005-0031-4;FITA AUTO-FUSÃO;LVUT;78,0;0,78
53;F913;0005-0031-4;FITA AUTO-FUSÃO;EXEC;6,0;0,06
54;F913;0005-0031-4;FITA AUTO-FUSÃO;LVUT;8,0;0,08
55;F915;0005-0031-4;FITA AUTO-FUSÃO;LVUT;4,0;0,04
56;C072;0005-0033-6;FITA DE ACO INOX 304 19.0 X 0.6;LVUT;2,0;111,34
57;C440;0005-0033-6;FITA DE ACO INOX 304 19.0 X 0.6;LVUT;1,0;70,75
58;C903;0005-0033-6;FITA DE ACO INOX 304 19.0 X 0.6;LVUT;7,0;664,72
59;C924;0005-0033-6;FITA DE ACO INOX 304 19.0 X 0.6;EXEC;4,0;487,76
60;C913;0005-0035-6;FITA ESPIRAL - ORGANIZADOR DE CABO 3/4;EXEC;100,0;445,76
61;C110;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;270,0;793,42
62;C115;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;13,0;40,3
63;C903;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;198,0;1072,82
64;C905;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;208,0;1126,38
65;C907;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;46,0;248,23
66;C907;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;803,0;4333,16
67;C908;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;5,0;27,1
68;C908;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;30,0;162,61
69;C909;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;90,0;487,92
70;C910;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;118,0;638,28
71;C911;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;21,0;113,8
72;C912;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;17,0;91,82
73;C912;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;50,0;270,05
74;C913;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;136,0;736,36
75;C915;0005-0036-8;FITA ISOLANTE DE PVC;EXEC;24,0;130,01
76;C915;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;100,0;541,72
77;C924;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;65,0;352,13
78;C925;0005-0036-8;FITA ISOLANTE DE PVC;LVUT;52,0;281,88
79;C903;0005-0041-7;PARAFUSO PARA ROLDANA PR 120;LVUT;6,0;6,45
80;C913;0005-0041-7;PARAFUSO PARA ROLDANA PR 120;LVUT;5,0;5,38
81;C915;0005-0041-7;PARAFUSO PARA ROLDANA PR 120;LVUT;10,0;10,76
82;C903;0005-0046-3;PARAFUSO PARA ROLDANA PR 90;LVUT;6,0;6,11
83;C072;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;50,0;18,51
84;C903;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;439,0;93,34
85;C905;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;350,0;74,41
86;C906;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;100,0;21,26
87;C908;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;48,0;10,2
88;C908;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;50,0;10,62
89;C909;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;175,0;37,18
90;C909;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;25,0;5,31
91;C911;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;96,0;30,48
92;C912;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;72,0;15,31
93;C912;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;128,0;27,21
94;C913;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;AMED;154,0;43,83
95;C913;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;EXEC;1,0;0,28
96;C913;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;2029,0;577,43
97;C925;0005-0048-5;PROTETOR P EMENDA DE FIBRA OPT 45X3.5MM;LVUT;176,0;37,39
98;C903;0005-0053-5;VASELINA 440 GR;LVUT;21,0;247,1
99;C905;0005-0053-5;VASELINA 440 GR;LVUT;43,0;484,07
100;C906;0005-0053-5;VASELINA 440 GR;LVUT;24,0;270,17
101;C907;0005-0053-5;VASELINA 440 GR;LVUT;174,0;1943,58
102;C908;0005-0053-5;VASELINA 440 GR;EXEC;11,0;122,87
103;C908;0005-0053-5;VASELINA 440 GR;LVUT;25,0;279,25
104;C909;0005-0053-5;VASELINA 440 GR;LVUT;4,0;44,68
105;C910;0005-0053-5;VASELINA 440 GR;LVUT;27,0;303,94
106;C912;0005-0053-5;VASELINA 440 GR;LVUT;3,0;33,77
107;C914;0005-0053-5;VASELINA 440 GR;LVUT;2,0;22,36
108;C915;0005-0053-5;VASELINA 440 GR;LVUT;26,0;304,49
109;C924;0005-0053-5;VASELINA 440 GR;LVUT;32,0;365,28
110;C925;0005-0053-5;VASELINA 440 GR;LVUT;14,0;156,38
111;F912;0005-0053-5;VASELINA 440 GR;LVUT;2,0;0,02
112;C903;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;312,0;184,34
113;C904;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;AMED;2,0;1,26
114;C904;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;EXEC;427,0;268,97
115;C904;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;20,0;12,6
116;C905;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;300,0;182,46
117;C906;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;100,0;63,47
118;C907;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;900,0;582,75
119;C908;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;EXEC;100,0;66,6
120;C908;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;100,0;66,6
121;C909;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;200,0;133,2
122;C910;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;200,0;124,57
123;C911;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;100,0;65,83
124;C912;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;EXEC;34,0;19,92
125;C912;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;334,0;195,66
126;C913;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;100,0;62,28
127;C915;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;300,0;179,45
128;C924;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;194,0;120,83
129;C925;0005-0056-8;Lenço de Limpeza (Alcool isopropílico 70;LVUT;200,0;133,2
130;C121;0030-0120-0;CAIXA CS PLASTICA S3;EXEC;1,0;1996,7
131;C915;0030-0120-0;CAIXA CS PLASTICA S3;LVUT;2,0;13940,0
132;C072;0030-0121-1;CAIXA CS PLASTICA X2;LVUT;4,0;4841,28
133;C110;0030-0122-2;CAIXA CS PLASTICA R2;LVUT;1,0;500,2
134;C112;0030-0122-2;CAIXA CS PLASTICA R2;LVUT;2,0;1000,4
135;C072;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;473,0;8865,72
136;C074;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;38,0;880,47
137;C110;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;333,0;6391,31
138;C112;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;403,0;7804,55
139;C115;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;48,0;913,85
140;C121;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;51,0;1124,74
141;C260;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;33,0;624,79
142;C334;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;29,0;577,14
143;C438;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;44,0;828,85
144;C440;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;29,0;546,28
145;C548;0041-0062-2;RÉGUA ALIMENTAÇÃO 3 TOMADAS 110/220V;LVUT;38,0;860,48
146;C072;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;65,0;136,09
147;C110;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;11,0;23,39
148;C112;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;50,0;106,3
149;C121;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;515,0;1093,95
150;C121;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;217,0;460,95
151;C558;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;19,0;40,33
152;C733;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;123,0;261,73
153;C903;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;57,0;124,46
154;C907;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;AMED;99,0;210,36
155;C908;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;40,0;88,23
156;C909;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;20,0;42,56
157;C910;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;19,0;41,91
158;C910;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;LVUT;30,0;66,17
159;C912;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;8,0;17,65
160;C915;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;30,0;66,09
161;C925;0056-0003-0;ALÇA PREFORM P/ DROP ÓPT ASU ATÉ 12 FO;EXEC;57,0;125,73
162;C110;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;693,0;244,77
163;C904;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;282800,0;108031,49
164;C907;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;12385,0;4575,3
165;C924;0060-0004-5;CONECTOR LINEAR IMPREGNADO MÚLTIPLO - 10;LVUT;37,0;9,75
166;C072;0080-0188-8;GATEWAY E1 SIP COM 1E1;LVUT;5,0;5191,55
167;C074;0080-0188-8;GATEWAY E1 SIP COM 1E1;LVUT;5,0;5191,55
168;C110;0080-0188-8;GATEWAY E1 SIP COM 1E1;EXEC;3,0;3066,31
169;C112;0080-0188-8;GATEWAY E1 SIP COM 1E1;LVUT;3,0;3066,31
170;C115;0080-0188-8;GATEWAY E1 SIP COM 1E1;EXEC;3,0;3066,31
171;C121;0080-0188-8;GATEWAY E1 SIP COM 1E1;LVUT;5,0;5217,3
172;C334;0080-0188-8;GATEWAY E1 SIP COM 1E1;LVUT;5,0;5071,34
173;C438;0080-0188-8;GATEWAY E1 SIP COM 1E1;LVUT;5,0;5191,55
174;C440;0080-0188-8;GATEWAY E1 SIP COM 1E1;LVUT;5,0;5191,55
175;C110;0087-0057-8;CONTROLE REMOTO DTH UNIVERSAL PHILIPS;LVUT;1,0;21,47
176;C115;0087-0057-8;CONTROLE REMOTO DTH UNIVERSAL PHILIPS;LVUT;2,0;42,03
177;C334;0087-0063-3;Kit adaptador Reforc FAC SC APC Mod FAST;LVUT;1,0;27,75
178;C072;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;9,0;140,38
179;C110;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;1,0;16,24
180;C115;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;60,0;1025,08
181;C121;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;EXEC;8,0;127,36
182;C121;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;132,0;2101,51
183;C260;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;15,0;239,24
184;C334;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;3,0;47,85
185;C438;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;10,0;159,53
186;C548;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;1,0;15,94
187;C904;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;697,0;11244,52
188;C907;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;350,0;7805,87
189;C913;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;EXEC;20,0;446,05
190;C913;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;90,0;2007,22
191;C924;0087-0075-5;Kit adap Reforc FAC SC APC Mod Universal;LVUT;1300,0;25100,31
192;C903;0087-0091-0;KIT FIBRA TRANSP S/CANALETA 600µm 20M;LVUT;3,0;241,27
193;C904;0087-0091-0;KIT FIBRA TRANSP S/CANALETA 600µm 20M;LVUT;1,0;80,42
194;C903;0087-0092-0;KIT FIBRA TRANSP S/CANALETA 600µm 40M;LVUT;2,0;189,63
195;C913;0087-0092-0;KIT FIBRA TRANSP S/CANALETA 600µm 40M;LVUT;2,0;189,63
196;C904;0087-0093-0;KIT FIBRA TRANSP S/CANALETA 600µm 60M;EXEC;1,0;108,2
197;C913;0087-0093-0;KIT FIBRA TRANSP S/CANALETA 600µm 60M;LVUT;3,0;324,61
198;C072;0092-0834-4;Roteador DM2500 4GT (800.5181.);LVUT;1,0;871,88
199;C121;0092-0834-4;Roteador DM2500 4GT (800.5181.);LVUT;1,0;872,99
200;C072;0092-0835-5;Roteador DM2500 6GT+2GC (800.5182.);LVUT;2,0;0,0
201;C074;0092-0835-5;Roteador DM2500 6GT+2GC (800.5182.);LVUT;2,0;0,0
202;C334;0092-0835-5;Roteador DM2500 6GT+2GC (800.5182.);LVUT;1,0;0,0
203;C438;0092-0835-5;Roteador DM2500 6GT+2GC (800.5182.);LVUT;1,0;0,01
204;C440;0092-0835-5;Roteador DM2500 6GT+2GC (800.5182.);LVUT;1,0;0,01
205;C072;0092-1184-5;AR611-Hardware;LVUT;11,0;6439,32
206;C074;0092-1184-5;AR611-Hardware;LVUT;11,0;6439,32
207;C110;0092-1184-5;AR611-Hardware;EXEC;3,0;1747,07
208;C112;0092-1184-5;AR611-Hardware;LVUT;3,0;1747,07
209;C115;0092-1184-5;AR611-Hardware;EXEC;3,0;1747,07
210;C121;0092-1184-5;AR611-Hardware;LVUT;12,0;6988,27
211;C334;0092-1184-5;AR611-Hardware;LVUT;7,0;4126,3
212;C438;0092-1184-5;AR611-Hardware;LVUT;4,0;2341,57
213;C440;0092-1184-5;AR611-Hardware;LVUT;1,0;585,39
214;C907;0092-1999-0;4750115 SC ROTEADOR 5G PRETO GX 3000;LVUT;1,0;1473,26
215;C072;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;LVUT;34,0;5899,85
216;C074;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;LVUT;40,0;6941,0
217;C110;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;EXEC;15,0;2605,66
218;C112;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;EXEC;2,0;347,42
219;C112;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;LVUT;13,0;2258,24
220;C115;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;EXEC;1,0;173,71
221;C115;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;LVUT;14,0;2431,95
222;C121;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;LVUT;32,0;5559,23
223;C334;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;LVUT;14,0;2429,22
224;C438;0092-2004-0;ONT SINGLE LAN PORT -ASKEY - IMP;LVUT;19,0;3296,98
225;C121;0092-2024-0;C1121-4P;LVUT;1,0;2125,3
226;C334;0092-2024-0;C1121-4P;LVUT;2,0;4250,6
227;C072;0099-0008-0;CUNHA PLÁSTICA P/ DROP ÓPTICO ROC/FIG 8;LVUT;12,0;9,44
228;C074;0099-0008-0;CUNHA PLÁSTICA P/ DROP ÓPTICO ROC/FIG 8;LVUT;220,0;224,01
229;C924;0099-0008-0;CUNHA PLÁSTICA P/ DROP ÓPTICO ROC/FIG 8;LVUT;820,0;948,14
230;C110;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;3273,0;3374,68
231;C907;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;AMED;2,0;2,06
232;C910;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;102,0;105,17
233;C911;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;700,0;721,76
234;C911;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;245,0;252,61
235;C912;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;74,0;76,3
236;C912;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;216,0;222,71
237;C913;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;4,0;4,12
238;C924;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;1055,0;1087,8
239;C925;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;26,0;26,8
240;F903;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;AMED;4462,0;44,62
241;F903;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;2,0;0,02
242;F904;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;4673,0;46,73
243;F905;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;AMED;3180,0;31,8
244;F905;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;1780,0;17,8
245;F905;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;31,0;0,31
246;F906;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;1254,0;12,54
247;F906;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;1215,0;12,15
248;F907;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;AMED;125,0;1,25
249;F907;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;2,0;0,02
250;F907;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;991,0;9,91
251;F908;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;372,0;3,72
252;F909;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;801,0;8,01
253;F910;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;295,0;2,95
254;F911;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;615,0;6,15
255;F912;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;75,0;0,75
256;F913;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;1011,0;10,11
257;F913;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;2385,0;23,85
258;F915;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;AMED;1000,0;10,0
259;F915;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;EXEC;63,0;0,63
260;F924;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;7057,0;70,57
261;F925;0099-0119-0;CUNHA PLÁST P/ DROP ÓPT ROC/FIG8 REDEXT;LVUT;1684,0;16,84
262;C115;0130-0005-5;TOMADA MODULAR PARA PAREDE OU PISO;LVUT;70,0;125,41
263;C912;0130-0005-5;TOMADA MODULAR PARA PAREDE OU PISO;LVUT;50,0;85,85
264;C072;0155-0005-5;CABO UTP CAT-3 2 PARES X 24 AWG;LVUT;2000,0;810,75
265;C072;0155-0008-0;CABO ETH AMARELO C/CONECTOR RJ45;LVUT;5,0;27,12
266;C115;0155-0008-0;CABO ETH AMARELO C/CONECTOR RJ45;LVUT;109,0;708,12
267;C438;0155-0008-0;CABO ETH AMARELO C/CONECTOR RJ45;LVUT;5,0;24,31
268;C440;0155-0008-0;CABO ETH AMARELO C/CONECTOR RJ45;LVUT;24,0;116,67
269;C548;0155-0008-0;CABO ETH AMARELO C/CONECTOR RJ45;LVUT;5,0;28,47
270;F110;0155-0089-2;CABO ETHERNET CAT-5 COM CONECTORES RJ45;LVUT;5,0;0,05
271;F112;0155-0089-2;CABO ETHERNET CAT-5 COM CONECTORES RJ45;LVUT;5,0;0,05
272;C904;0186-0001-8;CAIXA DISTRIB ÓPTICA INTERNA 12 FO-CDOI;LVUT;95,0;6180,79
273;C072;0186-0004-2;CAIXA DIST OPT EDIF CONECT - 12 PIG TAIL;LVUT;2,0;297,16
274;C904;0186-0004-2;CAIXA DIST OPT EDIF CONECT - 12 PIG TAIL;LVUT;1,0;148,58
275;C072;0186-0018-2;CORDAO FO MON 3M SC/APC-SC/APC 3MM;LVUT;147,0;1364,38
