LINHA_EXCEL;CENTRO;SKU;DESCRIÇÃO;DEPÓSITO;QTD_REGISTRO;VALOR_REGISTRO
1042;C907;0256-0268-8;"FITA DE ACO INOX 3/4""""x0,5x25M P/ POSTE";LVUT;151,0;13620,2
1043;C909;0256-0268-8;"FITA DE ACO INOX 3/4""""x0,5x25M P/ POSTE";LVUT;70,0;6296,41
1044;C924;0256-0268-8;"FITA DE ACO INOX 3/4""""x0,5x25M P/ POSTE";LVUT;224,0;20187,72
1045;C925;0256-0268-8;"FITA DE ACO INOX 3/4""""x0,5x25M P/ POSTE";LVUT;5,0;449,74
1046;F115;0256-0268-8;"FITA DE ACO INOX 3/4""""x0,5x25M P/ POSTE";LVUT;2,0;0,02
1047;C072;0256-0270-0;PITAO S/8 COM BUCHA;LVUT;185,0;26,94
1048;C115;0256-0274-4;ALCA PARA CABO CCE APL ASF;LVUT;158,0;297,04
1049;C072;0256-0291-1;PARAFUSO PR 160  10X 170MM;LVUT;85,0;121,33
1050;C913;0256-0292-2;PARAFUSO PR 90 10X100;LVUT;37,0;39,37
1051;C924;0256-0292-2;PARAFUSO PR 90 10X100;LVUT;50,0;53,21
1052;C599;0256-0298-8;SUPORTE EXTENSOR;LVUT;10,0;838,54
1053;C904;0256-0298-8;SUPORTE EXTENSOR;LVUT;10,0;838,86
1054;C110;0256-0305-5;LAÇO PREFORMADO P/ FIO FE;LVUT;15,0;5,6
1055;C112;0256-0305-5;LAÇO PREFORMADO P/ FIO FE;LVUT;7,0;2,61
1056;C115;0256-0305-5;LAÇO PREFORMADO P/ FIO FE;AMED;40,0;17,13
1057;C115;0256-0305-5;LAÇO PREFORMADO P/ FIO FE;EXEC;1775,0;759,97
1058;C072;0256-0341-1;CHASSI E TAMPÃO RETANG. ARTICULADO R-2;LVUT;3,0;3547,54
1059;C121;0256-0341-1;CHASSI E TAMPÃO RETANG. ARTICULADO R-2;EXEC;3,0;3503,14
1060;C733;0256-0341-1;CHASSI E TAMPÃO RETANG. ARTICULADO R-2;EXEC;1,0;1121,0
1061;C907;0256-0341-1;CHASSI E TAMPÃO RETANG. ARTICULADO R-2;LVUT;1,0;1182,51
1062;C910;0256-0341-1;CHASSI E TAMPÃO RETANG. ARTICULADO R-2;LVUT;1,0;901,47
1063;F121;0256-0341-1;CHASSI E TAMPÃO RETANG. ARTICULADO R-2;EXEC;4,0;0,04
1064;C072;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;66,0;7681,42
1065;C074;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;AMED;6,0;487,22
1066;C074;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;40,0;3248,12
1067;C115;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;16,0;1859,8
1068;C121;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;EXEC;253,0;27171,98
1069;C121;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;117,0;12565,7
1070;C260;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;153,0;17605,64
1071;C334;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;251,0;22808,01
1072;C440;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;38,0;4478,37
1073;C558;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;35,0;4049,96
1074;C732;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;40,0;4591,86
1075;C733;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;EXEC;101,0;11180,27
1076;C903;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;EXEC;175,0;15154,22
1077;C904;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;EXEC;84,0;8798,59
1078;C904;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;15,0;1571,18
1079;C905;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;AMED;26,0;2165,15
1080;C907;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;EXEC;7,0;813,01
1081;C907;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;5,0;580,73
1082;C908;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;34,0;3952,03
1083;C910;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;2,0;230,42
1084;C915;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;LVUT;90,0;8372,86
1085;F904;0256-0343-3;CTOPS 1:8 PRECONECTORIZADA SELADA FC;EXEC;2,0;0,02
1086;C072;0256-0345-5;CHASSI E TAMPÃO RETANG. R-2 ART C/TRAVA;LVUT;2,0;1705,63
1087;C121;0256-0352-2;CHASSI E TAMPÃO CIRC. ARTICULADO RR90;EXEC;1,0;1166,19
1088;C334;0256-0352-2;CHASSI E TAMPÃO CIRC. ARTICULADO RR90;LVUT;1,0;1166,2
1089;C438;0256-0352-2;CHASSI E TAMPÃO CIRC. ARTICULADO RR90;LVUT;1,0;1091,68
1090;C733;0256-0352-2;CHASSI E TAMPÃO CIRC. ARTICULADO RR90;EXEC;1,0;1612,86
1091;C904;0256-0352-2;CHASSI E TAMPÃO CIRC. ARTICULADO RR90;LVUT;2,0;2779,05
1092;C072;0256-0367-0;ALÇA PREF P/ CABO DROP ALT. CAP. 72FO;LVUT;78,0;120,05
1093;C074;0256-0367-0;ALÇA PREF P/ CABO DROP ALT. CAP. 72FO;LVUT;32,0;49,25
1094;C115;0256-0367-0;ALÇA PREF P/ CABO DROP ALT. CAP. 72FO;LVUT;23,0;35,4
1095;C558;0256-0367-0;ALÇA PREF P/ CABO DROP ALT. CAP. 72FO;LVUT;34,0;52,33
1096;C733;0256-0367-0;ALÇA PREF P/ CABO DROP ALT. CAP. 72FO;EXEC;5,0;7,7
1097;C904;0256-0367-0;ALÇA PREF P/ CABO DROP ALT. CAP. 72FO;EXEC;2,0;3,08
1098;C904;0256-0367-0;ALÇA PREF P/ CABO DROP ALT. CAP. 72FO;LVUT;351,0;540,22
1099;C907;0256-0367-0;ALÇA PREF P/ CABO DROP ALT. CAP. 72FO;LVUT;173,0;266,26
1100;C072;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;23,0;87,06
1101;C074;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;4,0;15,14
1102;C115;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;7,0;26,5
1103;C260;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;EXEC;100,0;378,53
1104;C260;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;70,0;264,97
1105;C334;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;34,0;128,7
1106;C440;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;7,0;26,5
1107;C558;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;6,0;22,71
1108;C732;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;54,0;204,41
1109;C733;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;EXEC;344,0;1302,13
1110;C903;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;EXEC;28,0;106,0
1111;C904;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;EXEC;174,0;658,62
1112;C907;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;32,0;121,13
1113;C908;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;EXEC;11,0;41,64
1114;C913;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;22,0;83,28
1115;C915;0256-0368-0;ALÇA PREF P/ CABO DROP ALT. CAP 144FO;LVUT;55,0;208,19
1116;C072;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;1,0;23,22
1117;C074;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;8,0;171,89
1118;C110;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);AMED;1,0;22,43
1119;C112;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;2,0;42,87
1120;C121;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);EXEC;1,0;24,2
1121;C121;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;5,0;121,02
1122;C260;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;17,0;392,01
1123;C334;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;15,0;351,17
1124;C440;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;2,0;42,98
1125;C548;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;19,0;449,39
1126;C903;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);LVUT;13,0;292,72
1127;C915;0258-0163-5;PONTO TERMINAL DE REDE-ÓPTICO (PTR-O);EXEC;2,0;44,7
1128;C440;0258-0197-2;MOD PROTETOR MPEI AUTOREGENERAVEL;LVUT;24,0;195,22
1129;F440;0258-0197-2;MOD PROTETOR MPEI AUTOREGENERAVEL;LVUT;57,0;0,57
1130;F074;0258-0198-3;MOD PROTETOR INDIV COMPROTECT NT CZ_VM;LVUT;100,0;1,0
1131;F440;0258-0198-3;MOD PROTETOR INDIV COMPROTECT NT CZ_VM;LVUT;68,0;0,68
1132;F074;0258-0203-8;BLC DE CONEXAO 10/10 KRONE;LVUT;10,0;0,1
1133;F074;0258-0205-0;BLC CONEXAO M10 PERM ABERT (NA) MARFIM;LVUT;5,0;0,05
1134;F074;0258-0220-5;(BLOQ)MOD PROTETOR INDIV.P/ BLC SID-C QU;LVUT;19,0;0,19
1135;C121;0258-0221-6;"BASTIDOR 42U 19"" 600MM C/ PORTA";EXEC;2,0;12397,59
1136;C558;0258-0221-6;"BASTIDOR 42U 19"" 600MM C/ PORTA";LVUT;1,0;6424,48
1137;C907;0258-0221-6;"BASTIDOR 42U 19"" 600MM C/ PORTA";LVUT;1,0;6125,66
1138;F074;0258-0231-6;BLC CONEXAO SLIM M10SC BARGOA VERDE;LVUT;15,0;0,15
1139;F072;0258-0243-8;(BLOQ)RECORD SPLICE;LVUT;20,0;0,2
1140;F438;0258-0244-9;CAIXA DE ANDAR IFDB-M-8 SAIDAS;LVUT;1,0;0,01
1141;F924;0258-0244-9;CAIXA DE ANDAR IFDB-M-8 SAIDAS;LVUT;6,0;0,06
1142;C072;0258-0396-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;66,0;14,19
1143;C260;0258-0396-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;300,0;65,66
1144;C440;0258-0396-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;200,0;43,9
1145;C072;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;8,0;0,08
1146;C074;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;5,0;102,69
1147;C121;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;2,0;0,02
1148;C121;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;21,0;0,21
1149;C599;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;AMED;18,0;0,18
1150;C599;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;93,0;0,93
1151;C599;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;42,0;0,42
1152;C903;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;30,0;0,3
1153;C903;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;26,0;0,26
1154;C904;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;AMED;165,0;1,65
1155;C904;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;12,0;0,12
1156;C905;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;AMED;3,0;61,53
1157;C905;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;6,0;123,05
1158;C906;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;34,0;0,34
1159;C906;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;2,0;0,02
1160;C907;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;305,0;3,05
1161;C907;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;1,0;0,01
1162;C908;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;4,0;0,04
1163;C908;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;7,0;0,07
1164;C909;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;6,0;0,06
1165;C910;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;6,0;0,06
1166;C913;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;AMED;24,0;0,24
1167;C913;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;5,0;0,05
1168;C913;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;2,0;0,02
1169;C915;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;EXEC;6,0;0,06
1170;C915;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;5,0;0,05
1171;C925;0258-0397-0;PONTO TERMINAL DE REDE-ÓPTICO REDEXT;LVUT;28,0;0,28
1172;C072;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;2533,0;513,39
1173;C074;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;685,0;139,05
1174;C110;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;32,0;6,52
1175;C115;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;289,0;61,57
1176;C121;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;4056,0;836,75
1177;C260;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;1903,0;385,55
1178;C334;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;155,0;31,46
1179;C438;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;760,0;154,87
1180;C440;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;2700,0;547,77
1181;C548;0258-0398-0;ETIQUETA INTELIGENTE P/ DROP FIG8;LVUT;62,0;12,58
1182;C904;0260-0033-4;CONJUNTO EMENDA MECÂNICA CEPM-3;LVUT;5,0;3370,17
1183;C072;0260-0035-0;CONJUNTO EMENDA MECÂNICA CEPM-1;LVUT;1,0;335,72
1184;C904;0260-0035-0;CONJUNTO EMENDA MECÂNICA CEPM-1;LVUT;8,0;2739,03
1185;C074;0260-0112-8;CONECTOR LINEAR SECO (101);LVUT;158,0;44,49
1186;C903;0260-0122-5;CONJ EMENDA AÉREA NÃO SELADA CEANS 200;LVUT;7,0;262,78
1187;C904;0260-0122-5;CONJ EMENDA AÉREA NÃO SELADA CEANS 200;LVUT;30,0;2161,93
1188;C906;0260-0122-5;CONJ EMENDA AÉREA NÃO SELADA CEANS 200;LVUT;2,0;99,82
1189;C072;0260-0123-3;CONECTOR MODULAR 25 P EMENDA DERIVADA;LVUT;32,0;132,62
1190;C074;0260-0142-0;CONECTOR PICABOND  AZUL;LVUT;36,0;11,99
1191;C110;0260-0142-0;CONECTOR PICABOND  AZUL;LVUT;2000,0;751,31
1192;C438;0260-0202-7;DISCO FECHAMENTO LATERAL CEPM1;LVUT;1,0;91,5
1193;C904;0260-0202-7;DISCO FECHAMENTO LATERAL CEPM1;LVUT;2,0;249,53
1194;C904;0260-0204-3;DISCO FECHAMENTO LATERAL CEPM3;LVUT;5,0;1032,01
1195;C072;0260-0205-1;DISCO FECHAMENTO LATERAL CEPM2;LVUT;1,0;84,31
1196;C904;0260-0209-4;TAMPÃO DUTO OCUPADO (RESINA);LVUT;20,0;615,02
1197;C903;0260-0217-5;CONJ EMENDA E TERMINAL ACESSO-CERTA 10P;LVUT;5,0;578,83
1198;C904;0260-0218-3;CONJ EMENDA E TERMINAL ACESSO-CERTA 20P;LVUT;18,0;2832,94
1199;C904;0260-0223-0;CONJ EMENDA MECÂNICA CEPM-1 CURTA 200P;LVUT;2,0;701,7
1200;C115;0260-0225-6;CONJ EMENDA AÉREA NÃO SELADA CEANS 300;LVUT;4,0;148,69
1201;C903;0260-0225-6;CONJ EMENDA AÉREA NÃO SELADA CEANS 300;LVUT;6,0;335,36
1202;C904;0260-0225-6;CONJ EMENDA AÉREA NÃO SELADA CEANS 300;LVUT;60,0;5906,36
1203;F072;0260-0581-5;CONJ EMENDA TSU C/ BLC M10 10 PARES;LVUT;3,0;0,03
1204;F072;0260-0582-6;CONJ EMENDA TSU C/ BLC M10 20 PARES;LVUT;3,0;0,03
1205;C072;0260-0583-9;(BLOQ)CONJ EMENDA CMTT- 1000-02 RAYCHEM;LVUT;2,0;294,18
1206;C072;0260-0584-0;(BLOQ)CONJ EMENDA CMTT- 1000-03 RAYCHEM;LVUT;3,0;489,01
1207;C072;0260-0585-2;(BLOQ)CONJ EMENDA CMTT -1000-04 RAYCHEM;LVUT;1,0;213,57
1208;F072;0260-0591-0;(BLOQ)CONJ EMENDA CEASV BARGOA;LVUT;7,0;0,07
1209;F072;0260-0592-1;CONJ EMENDA CEASH-4 BARGOA;LVUT;3,0;0,03
1210;F072;0260-0603-5;(BLOQ)CONJ EMENDA CEASV-1 BARGOA;LVUT;2,0;0,02
1211;C074;0341-0028-8;MÓDULO PROT MP-R BL BER-10 NA;LVUT;58,0;3000,32
1212;F072;0341-0028-8;MÓDULO PROT MP-R BL BER-10 NA;LVUT;370,0;3,7
1213;F074;0341-0028-8;MÓDULO PROT MP-R BL BER-10 NA;LVUT;36,0;0,36
1214;C072;0351-0021-4;FIO TELEF FDG-50-2 PRETO E LARANJA;LVUT;1000,0;135,01
1215;C110;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;3,0;102,88
1216;C903;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;4,0;137,18
1217;C907;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);EXEC;5,0;171,46
1218;C907;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;9,0;308,64
1219;C908;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);EXEC;8,0;274,34
1220;C909;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);EXEC;2,0;68,58
1221;C909;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;2,0;68,58
1222;C910;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);AMED;2,0;68,59
1223;C910;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;8,0;274,36
1224;C912;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);EXEC;2,0;68,58
1225;C912;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;3,0;102,88
1226;C914;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;3,0;102,87
1227;C915;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);EXEC;2,0;68,59
1228;C915;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;1,0;34,29
1229;C924;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;3,0;102,87
1230;C925;0378-1565-0;FITA PARA ROTULADORA ELETRONICA (PT80);LVUT;4,0;137,17
1231;C072;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;7466,0;2599,31
1232;C110;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;500,0;173,51
1233;C112;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;470,0;156,6
1234;C115;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;500,0;175,68
1235;C121;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;1670,0;556,46
1236;C334;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;1040,0;347,26
1237;C438;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;500,0;167,24
1238;C548;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;7195,0;2386,52
1239;C903;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;469,0;175,19
1240;C915;0380-8798-7;DROP OPT COMP INT CFOI-SM-CM-1-BA-LSZH;LVUT;300,0;111,76
1241;C915;0380-8805-3;CTOP 8FO SPLITER 1X8 PRECON PAD OPTITAP;LVUT;2,0;518,84
1242;C112;0380-8932-7;DROP-OPTICO-AS-CM-1-BA-FIG8-LSZH;LVUT;4,0;3174,23
1243;C072;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;1056,8;2675,46
1244;C074;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;2385,0;5956,44
1245;C110;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;20,0;53,46
1246;C112;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;80,0;205,42
1247;C115;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;1570,0;5928,99
1248;C121;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;EXEC;223,0;573,85
1249;C121;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;435,0;1119,38
1250;C260;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;EXEC;113,0;285,15
1251;C260;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;1200,0;3028,13
1252;C334;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;891,0;2207,09
1253;C438;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;30,0;75,68
1254;C440;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;190,0;478,53
1255;C548;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;2119,0;5363,87
1256;C558;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;410,0;1167,13
1257;C723;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;1143,0;3567,86
1258;C732;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;22,0;92,02
1259;C733;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;EXEC;1008,0;3248,16
1260;C903;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;85,0;325,51
1261;C904;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;EXEC;798,0;2408,5
1262;C904;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;2068,0;6241,57
1263;C905;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;AMED;1,0;3,14
1264;C905;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;EXEC;660,0;2075,19
1265;C905;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;699,0;2197,81
1266;C906;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;EXEC;57,0;179,14
1267;C906;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;115,0;361,42
1268;C907;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;2230,0;7368,99
1269;C908;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;30,0;78,31
1270;C910;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;1388,0;4370,55
1271;C911;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;30,0;103,04
1272;C912;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;10,0;34,76
1273;C913;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;AMED;28,0;95,33
1274;C913;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;EXEC;24,0;81,71
1275;C913;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;1156,0;3935,72
1276;C914;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;10,0;41,83
1277;C915;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;70,0;260,12
1278;C924;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;1300,0;4189,75
1279;F915;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;EXEC;6,0;0,06
1280;F915;0380-8934-3;CONECTOR OPT FAC SC/APC DROP FIG8 COMPAC;LVUT;70,0;0,7
1281;C121;0380-9179-0;CTOP 8FO SPLIT 1X8 PRECON PAD TELEFONICA;LVUT;30,0;8773,33
1282;C072;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;EXEC;315,0;626,44
1283;C072;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;LVUT;5,0;9,94
1284;C074;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;LVUT;154,0;308,9
1285;C110;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;LVUT;6,0;10,86
1286;C112;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;AMED;16,0;29,81
1287;C115;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;AMED;42,0;81,62
1288;C121;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;EXEC;236,0;460,41
1289;C121;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;LVUT;404,0;788,17
1290;C334;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;LVUT;146,0;301,06
1291;C438;0380-9200-0;ALÇA PREF. P/ CORDOALHA DIELÉTRICA 6,4;LVUT;7,0;15,87
